"","Outcome","intercept","gdpsh465","bmp1l","freeop","freetar","h65","hm65","hf65","p65","pm65","pf65","s65","sm65","sf65","fert65","mort65","lifee065","gpop1","fert1","mort1","invsh41","geetot1","geerec1","gde1","govwb1","govsh41","gvxdxe41","high65","highm65","highf65","highc65","highcm65","highcf65","human65","humanm65","humanf65","hyr65","hyrm65","hyrf65","no65","nom65","nof65","pinstab1","pop65","worker65","pop1565","pop6565","sec65","secm65","secf65","secc65","seccm65","seccf65","syr65","syrm65","syrf65","teapri65","teasec65","ex1","im1","xr65","tot1"
"45",-0.063992932,1,6.204557763,0.3723,0.2037,0.058091,0.011,0.018,0.003,0.71,0.8,0.61,0.37,0.45,0.27,6.56,0.104,3.923951576,0.0265,6.636,0.126,0.07918,0.0439,0.0381,0.016,0.1231,0.1157,0.06165,0.48,0.86,0.12,0.38,0.68,0.09,2.08,3.074,1.137,0.017,0.031,0.004,74.46,65.32,83.14,0.1,9831,0.3935,0.4618,0.0273624,15.3,23.58,7.44,2.61,4.41,0.91,0.755,1.189,0.344,30,22.1,0.1197,0.1196,1.15,-0.019217
"46",-0.003020401,1,6.401917197,0.2994,0.166825,0.040529,0.008,0.017,0.003,0.95,1,0.91,0.13,0.17,0.09,8,0.092,3.96081317,0.0356,8,0.118,0.21416,0.0486,0.0447,0.014,0.1707,0.2338,0.17516,0.39,0.5,0.29,0.31,0.4,0.21,1.428,2.08,0.794,0.014,0.018,0.01,71.46,59.06,83.5,0,13741,0.4307,0.5158,0.0370424,2.05,2.61,1.5,0.57,1.03,0.11,0.117,0.155,0.079,33.4,24.8,0.1254,0.1405,7.343,0.01884
"47",0.045473355,1,6.013715156,0.2476,0.19252,0.02199,0.005,0.005,0.001,0.56,0.68,0.44,0.04,0.05,0.02,7.66,0.183,3.737669618,0.0298,7.732,0.204,0.17414,0.0343,0.0283,0.007,0.1454,0.2622,0.22735,0.2,0.31,0.1,0.2,0.31,0.1,2.19,3.071,1.398,0.008,0.012,0.004,55.4,40.49,68.8,0,5244,0.4612,0.4656,0.0215484,2.5,4.28,0.9,1,1.67,0.4,0.097,0.164,0.037,40.6,17.9,0.0837,0.1246,0.864,-0.008417
"48",0.031129837,1,5.857933154,0.239,0.242796,0.058796,0.003,0.005,0,0.56,0.63,0.56,0.02,0.03,0.01,7.96,0.14,3.80666249,0.033,7.888,0.143,0.0656,0.0265,0.0282,0.02,0.1053,0.1266,0.07796,0.3,0.5,0.11,0.26,0.46,0.08,0.748,1.277,0.246,0.011,0.019,0.004,84.35,72.34,95.73,0.1,4384,0.526,0.4753,0.0241788,2.07,2.8,1.39,0.57,0.76,0.4,0.097,0.137,0.06,50.1,16,0.0276,0.0424,92.84,-0.057095
"49",-0.04871243,1,6.469250317,0.5388,0.153491,0.043888,0.015,0.025,0.005,0.47,0.59,0.34,0.14,0.18,0.07,6.67,0.137,3.786459782,0.0289,6.68,0.165,0.12504,0.0506,0.0463,0.04,0.1851,0.26,0.17351,0.43,0.79,0.08,0.34,0.62,0.06,0.481,0.83,0.144,0.015,0.028,0.003,85.8,75.93,95.35,0.507,16012,0.3332,0.4466,0.0271047,1.23,1.89,0.59,0.34,0.6,0.09,0.097,0.163,0.034,36.6,21.4,0.0692,0.0748,0.348,0.035226
"50",0.024477353,1,5.762051383,0.6005,0.151848,0.0241,0.002,0.004,0,0.53,0.68,0.44,0.03,0.05,0.02,6.42,0.127,3.858622229,0.0331,6.36,0.143,0.22562,0.0368,0.0312,0.037,0.1333,0.3376,0.26957,1.82,2.73,0.98,1.43,2.17,0.73,1.946,2.726,1.22,0.065,0.098,0.034,62.65,49.38,75,0.0069,15900,0.5183,0.4776,0.0231447,1.43,2.26,0.65,0.17,0.15,0.19,0.17,0.257,0.088,53.5,19.3,0.1484,0.1864,7.367,0.007548
"51",0.090677457,1,7.321849714,0.1432,0.313509,0.061827,0.042,0.064,0.021,0.97,1,0.78,0.21,0.28,0.15,5.86,0.101,4.065602093,0.018,6.172,0.154,0.11708,0.0572,0.0516,0.014,0.1509,0.1548,0.08933,1.2,1.89,0.5,1.08,1.65,0.5,1.25,1.858,0.633,0.046,0.071,0.02,82.7,74.71,90.8,0,5611,0.2835,0.4405,0.0351096,6.4,9.56,3.2,3.19,4.68,1.69,0.36,0.54,0.177,40,23,0.1345,0.1436,0.402,0.154551
"52",-0.019161499,1,6.783325201,0.5539,0.157541,0.026475,0.021,0.035,0.006,0.97,1,0.86,0.15,0.2,0.1,6.75,0.096,3.881563798,0.0306,6.728,0.129,0.4755,0.0523,0.0407,0.035,0.2061,0.3859,0.31046,0.52,0.75,0.31,0.41,0.59,0.23,2.559,3.37,1.796,0.019,0.027,0.011,59.19,48.89,68.89,0,4841,0.3454,0.4649,0.0258211,6.67,8.3,5.13,2.33,2.15,2.5,0.345,0.42,0.274,48.2,22.8,0.3105,0.2543,0.643,-0.156878
"53",0.05075726,1,9.224933374,0,0.204244,0.009186,0.393,0.433,0.353,0.99,0.99,0.99,0.91,0.91,0.92,1.82,0.014,4.295923936,0.0125,2.022,0.027,0.23558,0.077,0.0666,0.021,0.1831,0.1422,0.05455,30.9,33.4,28.5,8.34,10.65,6.13,9.497,9.578,9.419,0.785,0.881,0.693,1.8,1.7,1.9,0.0094,22727,0.4475,0.2608,0.085361,36.6,33.68,39.4,14.09,11.6,16.48,3.375,3.363,3.386,20.5,17.9,0.2558,0.2412,1.017,0.018636
"54",0.000407972,1,7.880804345,0.2927,0.248714,0.03627,0.177,0.172,0.14,1,1,1,0.42,0.5,0.45,3.94,0.038,4.235554731,0.0261,4.384,0.085,0.157,0.0511,0.0482,0.005,0.1381,0.2089,0.15542,5.8,6.2,5.4,3.95,4.14,3.76,4.48,4.547,4.413,0.195,0.207,0.183,16.1,16.2,16,0,1968,0.3264,0.4211,0.0340447,11.2,11.4,11,4.9,5.3,4.5,0.724,0.758,0.69,29.1,22.6,0.1526,0.1976,8.57,-0.030185
"55",-0.01568049,1,7.301147806,0.1621,0.299252,0.037367,0.078,0.104,0.054,0.75,0.76,0.74,0.19,0.2,0.17,5.86,0.088,4.060443011,0.0259,6.114,0.131,0.08024,0.0322,0.0284,0.013,0.1058,0.1795,0.13836,1.37,1.68,1.07,0.93,1.13,0.74,2.729,3.004,2.463,0.046,0.056,0.036,43.42,38.2,48.45,0.1,4085,0.3353,0.4564,0.0288862,7.59,8.1,7.09,3.18,2.87,3.47,0.405,0.43,0.381,53.3,18,0.1148,0.1244,2.5,-0.007018
"56",-0.018356539,1,7.448333861,0,0.258865,0.02088,0.043,0.064,0.019,0.61,0.67,0.56,0.12,0.12,0.11,6.42,0.087,4.016383021,0.0276,6.472,0.119,0.09096,0.0191,0.0158,0.01,0.0709,0.0706,0.045,1.2,1.89,0.5,0.82,1.28,0.35,1.885,2.211,1.555,0.04,0.063,0.017,60.06,53.3,66.91,0.345,6023,0.2934,0.4589,0.0280591,4.9,5,4.8,1.43,0.8,2.06,0.236,0.261,0.21,34.6,16.6,0.0855,0.0881,1,-0.017594
"57",-0.025639382,1,7.737616283,0.2231,0.324171,0.03266,0.067,0.077,0.057,0.97,0.97,0.98,0.58,0.53,0.62,4.53,0.029,4.226833745,0.0178,5.15,0.055,0.24192,0.0504,0.0424,0.005,0.144,0.1461,0.0987,1.65,1.99,1.36,1.12,1.33,0.94,3.413,3.356,3.463,0.056,0.066,0.046,6.11,7.26,5.1,0,2013,0.4014,0.4357,0.0581222,13.76,12.98,14.44,4,1.51,6.19,0.737,0.646,0.817,32.3,33.4,0.2351,0.291,0.909,0.099879
"58",0.014256047,1,8.184792654,0,0.182525,0.014385,0.105,0.138,0.04,1,1,1,0.34,0.4,0.28,5.48,0.064,4.163559631,0.032,6.23,0.087,0.20184,0.0238,0.0201,0.007,0.0751,0.0789,0.05173,3.56,6.14,1.1,2.09,3.47,0.76,3.47,4.174,2.8,0.113,0.192,0.037,34.77,33.87,35.63,0.001715,61918,0.29,0.4567,0.0339966,8.13,11.26,5.15,2.69,2.96,2.43,0.538,0.795,0.293,44.5,17.3,0.0335,0.0444,12.5,0.077787
"59",0.011897288,1,7.80832305,0.1756,0.215275,0.029713,0.083,0.112,0.058,0.82,0.83,0.88,0.24,0.24,0.25,6.47,0.096,4.019980147,0.032,6.71,0.131,0.16764,0.0236,0.0209,0.015,0.0891,0.0968,0.06064,1.96,2.98,1,1.34,2.01,0.7,2.359,2.463,2.26,0.066,0.1,0.034,49.7,50.24,49.19,0,2408,0.2965,0.4788,0.0236711,5.19,5.29,5.1,1.51,0.8,2.19,0.284,0.324,0.247,38.7,34.7,0.1006,0.1168,7.03,-0.044204
"60",0.034172432,1,9.229848838,0,0.109614,0.002171,0.573,0.635,0.527,1,1,1,0.91,0.92,0.9,1.77,0.016,4.284964922,0.0104,2.096,0.025,0.21736,0.0637,0.0567,0.067,0.208,0.1636,0.03948,25.83,29.18,22.85,15.63,18.83,12.77,10.771,10.913,10.644,0.829,0.96,0.712,1.43,1.27,1.57,0.000468,215972,0.4533,0.2523,0.1050877,54.62,51.26,57.62,34.09,31.27,36.61,4.211,4.227,4.198,19.9,18.6,0.0783,0.0703,1,-0.039824
"61",-0.034045389,1,8.346167594,0.3199,0.110885,0.028579,0.272,0.289,0.272,1,1,1,0.54,0.51,0.59,3.28,0.044,4.220977213,0.0167,3.156,0.06,0.2783,0.0243,0.0224,0.017,0.1114,0.0756,0.03655,5.21,6.42,4.04,3.14,3.72,2.58,6.024,6.037,6.012,0.167,0.203,0.132,7.58,6.78,8.36,0.6065,26052,0.3765,0.2968,0.076117,16.74,16.51,16.97,7.81,5.99,9.58,0.919,0.936,0.902,18.2,7.7,0.0625,0.0578,36.603,0.014286
"62",-0.033806346,1,7.303170051,0.3133,0.165784,0.020115,0.112,0.132,0.065,0.85,0.97,0.77,0.31,0.35,0.26,6.43,0.143,3.869115504,0.0247,6.494,0.164,0.15808,0.041,0.0359,0.016,0.0977,0.1828,0.13084,5,6.81,3.3,3.4,4.59,2.3,3.745,4.811,2.745,0.168,0.228,0.112,48.6,34.11,62.2,1.0685,4894,0.3203,0.4324,0.0331018,17.9,22.27,13.8,7.1,8.7,5.6,1.158,1.473,0.862,22.7,18.2,0.1071,0.1028,20,0.111198
"63",0.069914881,1,7.85902698,0.1222,0.078488,0.011581,0.107,0.103,0.092,0.88,0.89,0.87,0.26,0.25,0.29,4.41,0.084,4.110873864,0.0239,4.712,0.109,0.25882,0.0293,0.0211,0.02,0.1066,0.147,0.10632,4.3,5.42,3.2,2.91,3.79,2.03,2.78,2.981,2.583,0.144,0.184,0.105,32.7,29.35,36,0,108032,0.3458,0.3991,0.0369613,5.7,5.4,6,2.24,1.67,2.8,0.596,0.645,0.548,21.7,14.4,0.0357,0.0466,8.127,0.006002
"64",-0.081725598,1,7.998335396,1.6378,0.137482,0.026547,0.156,0.181,0.15,1,1,1,0.48,0.45,0.52,3.19,0.056,4.185098925,0.0171,3.638,0.116,0.30272,0.0473,0.0427,0.031,0.1461,0.1966,0.12325,5.21,6.72,3.84,3.55,4.51,2.67,5.554,5.592,5.52,0.175,0.225,0.13,11.07,10.69,11.41,0.251,10350,0.3223,0.3529,0.0536232,23.78,20.52,26.77,10.42,6.8,13.74,1.339,1.222,1.445,34.8,15.2,0.0783,0.0847,4.911,-0.127025
"65",0.046010052,1,7.655864018,0.1345,0.164598,0.044446,0.08,0.097,0.058,1,1,1,0.39,0.39,0.39,4,0.066,4.110873864,0.02,4.778,0.106,0.18472,0.032,0.0145,0.014,0.0957,0.1177,0.08913,3.3,4.9,1.8,2.25,3.31,1.25,3.975,4.193,3.77,0.111,0.164,0.061,22.4,21.02,23.7,0,23991,0.3002,0.4226,0.0348881,18.4,18.29,18.5,7.1,5.89,8.25,1.076,1.143,1.013,32.1,19.4,0.0525,0.0572,30.929,-0.004592
"66",0.066598094,1,7.675081858,0.0898,0.188016,0.045678,0.269,0.338,0.2,1,1,1,0.4,0.4,0.34,5.65,0.087,4.100989105,0.0301,6.05,0.119,0.2551,0.037,0.0309,0.02,0.1084,0.125,0.07408,3.2,4.73,1.7,2.18,3.19,1.18,3.987,4.296,3.684,0.108,0.158,0.058,31.9,26.91,36.8,0.3,7035,0.3041,0.443,0.0363895,11.2,10.59,11.8,5.3,4.79,5.8,0.687,0.745,0.63,37.5,16.4,0.0906,0.0959,25,0.191066
"67",-0.011384238,1,7.830028083,0.488,0.136287,0.04673,0.146,0.193,0.094,1,1,1,0.46,0.27,0.4,5.28,0.107,4.032469159,0.0278,5.718,0.136,0.12182,0.0348,0.0328,0.036,0.1244,0.1429,0.07451,6.69,8.64,4.76,4.55,5.81,3.31,4.363,5.149,3.585,0.225,0.289,0.161,30.32,18.4,42.12,0,15161,0.3006,0.4286,0.0354198,15.84,18.17,13.53,7.02,7.62,6.42,0.95,1.129,0.772,39.1,23.8,0.0764,0.0866,40.5,-0.007018
"68",-0.100989896,1,8.498621806,0.001,0.189867,0.031747,0.181,0.19,0.159,0.97,0.97,0.97,0.43,0.4,0.45,4.65,0.045,4.206184044,0.0355,5.014,0.073,0.09458,0.0418,0.0396,0.018,0.111,0.0911,0.03393,4.68,6.16,3.2,3.19,4.15,2.23,3.77,4.048,3.491,0.157,0.206,0.109,36.02,32.95,39.1,0,12665,0.308,0.4331,0.0307935,14.82,15,14.65,6.1,4.58,7.63,0.801,0.85,0.752,30.2,16.8,0.2131,0.1437,4.285,0.168536
"69",0.054750874,1,6.216606101,0.7557,0.214345,0.073495,0.023,0.051,0.006,0.73,0.94,0.5,0.26,0.38,0.11,6.59,0.138,3.828641396,0.0277,6.922,0.151,0.04986,0.0182,0.0123,0.006,0.074,0.082,0.0637,0.9,1.61,0.1,0.63,1.13,0.07,1.021,1.671,0.293,0.031,0.055,0.003,82.3,72.75,93,0.002235,76582,0.2964,0.4571,0.0359876,6.9,11.81,1.4,2.58,4.5,0.44,0.282,0.488,0.051,50.6,21.8,0.0232,0.0407,8.876,-0.084064
"70",0.094618168,1,8.414495793,0,0.374328,0,0.101,0.147,0.053,1,1,1,0.49,0.71,0.47,2.54,0.015,4.271095074,0.0202,2.934,0.035,0.17298,0.0245,0.0216,0.005,0.0703,0.0464,0.02022,3.8,5.53,2,2.17,3.35,0.94,5.617,7.045,4.128,0.119,0.178,0.059,28.5,12.95,44.7,0,4396,0.468,0.3074,0.0539126,25.4,32.02,18.5,15.5,19.05,11.8,1.846,2.369,1.301,31.1,24.3,0.5958,0.5819,4.935,0.021808
"71",0.045715288,1,6.383506635,0.3556,0.130682,0.109921,0.086,0.13,0.042,0.79,0.76,0.6,0.26,0.39,0.16,5.35,0.13,3.919991175,0.0227,5.596,0.158,0.17414,0.0244,0.0263,0.032,0.0942,0.1876,0.12953,2.01,3.31,0.65,1.41,2.33,0.43,2.405,3.667,1.07,0.068,0.113,0.022,69.98,55.48,85.31,0.100366,620701,0.3973,0.394,0.0382616,7.88,12.34,3.16,2.95,4.8,1,0.446,0.713,0.163,42.3,19.8,0.0188,0.0222,8.653,-0.012443
"72",0.065491106,1,8.782322859,0,0.16721,0.003311,0.246,0.331,0.16,0.99,1,0.99,0.91,0.95,0.92,1.91,0.01,4.308110952,0.014,2.124,0.025,0.40786,0.0448,0.0318,0.008,0.0818,0.0847,0.04449,7.33,12.48,2.57,4.58,8.67,0.8,7.291,7.7,6.912,0.238,0.423,0.067,0.76,0.29,1.19,0.000945,111524,0.4926,0.238,0.0788171,38.1,35.75,40.26,12.86,9.99,15.52,1.969,2.121,1.828,25.3,17.5,0.1032,0.0958,296.8,-0.057094
"73",0.021246513,1,7.251344983,0.0516,0.263813,0.045225,0.09,0.053,0.03,0.88,0.88,0.77,0.5,0.48,0.35,7.54,0.072,4.082609306,0.0246,7.87,0.124,0.13974,0.0474,0.0399,0.169,0.3523,0.3266,0.11793,1.24,1.77,0.69,0.76,1.25,0.25,2.759,3.757,1.718,0.04,0.06,0.019,61.9,51.47,72.78,0.5715,2600,0.2359,0.4759,0.0284615,16.97,25.2,8.4,7.79,11.42,4,0.817,1.205,0.413,34.7,21.1,0.073,0.2227,0.32,0.128443
"74",0.14144548,1,7.511524648,0.1053,0.228424,0.029328,0.103,0.139,0.054,1,1,1,0.56,0.67,0.48,3.51,0.04,4.157319361,0.02,4.014,0.073,0.23582,0.0414,0.0269,0.041,0.0948,0.1541,0.0858,6.9,11.4,2.6,5.11,8.44,1.91,5.929,7.308,4.611,0.24,0.397,0.09,25.2,16.52,33.5,0.20289,35281,0.3674,0.3781,0.0360817,28.7,36.96,20.8,14.16,19.2,9.33,1.7,2.369,1.06,51.7,37.1,0.0903,0.1229,484,0.007257
"75",0.096816228,1,7.713784617,0.005,0.18524,0.015453,0.031,0.042,0.016,0.91,0.95,0.89,0.42,0.48,0.39,4.56,0.037,4.165113633,0.0243,5.126,0.064,0.23578,0.043,0.0389,0.04,0.1665,0.1475,0.06855,1.48,1.94,1.02,1.26,1.67,0.83,4.042,5.179,2.874,0.055,0.072,0.037,35.76,24.94,46.87,0,12258,0.3622,0.4211,0.0372818,15.2,21.84,8.39,7.28,10.13,4.35,0.891,1.255,0.517,31.8,27.3,0.1922,0.1821,2.402,0.030424
"76",0.040534205,1,6.728628613,0.619,0.171181,0.058937,0.019,0.027,0.009,0.46,0.69,0.28,0.15,0.22,0.07,7,0.134,3.921973336,0.0317,7.024,0.156,0.10832,0.0177,0.0123,0.056,0.1079,0.171,0.10304,3.23,5.03,1.28,2.79,4.34,1.11,1.693,2.62,0.693,0.12,0.187,0.048,79.58,68.62,91.42,0.304645,74734,0.3121,0.4532,0.0296385,7.71,11.89,3.21,2.89,4.63,1.01,0.67,1.039,0.271,40.1,18,0.0281,0.0459,9.9,-0.012137
"77",0.010588411,1,7.186144305,0.076,0.179508,0.035842,0.184,0.173,0.217,1,1,1,0.54,0.55,0.5,5.46,0.058,4.079230924,0.0276,6.08,0.076,0.14672,0.0205,0.0199,0.016,0.0874,0.1728,0.13686,11.9,12.5,11.3,7.73,7.57,7.9,5.412,5.646,5.181,0.393,0.401,0.384,14.1,12.29,15.9,0.1177,42565,0.3602,0.437,0.027041,16.4,18.92,13.9,6.93,8.54,5.34,0.943,1.049,0.837,29,31.5,0.0703,0.0716,7.248,0.00964
"78",0.185526489,1,8.326032686,0.005,0.321658,0.005106,0.09,0.109,0.075,1,1,1,0.52,0.52,0.53,2.08,0.014,4.244200318,0.0173,2.868,0.031,0.41754,0.0278,0.0262,0.053,0.1156,0.1107,0.03151,2.83,4.05,1.57,1.92,2.77,1.03,4.062,5.146,2.945,0.095,0.136,0.052,42.4,28.46,56.77,0,2263,0.3977,0.3242,0.0410959,20.48,25.05,15.76,6.92,9.13,4.64,1.127,1.427,0.817,30.5,23.1,0.747,0.8489,2.371,0.051395
"79",0.093104913,1,7.89469085,0.1062,0.247626,0.037392,0.121,0.175,0.063,0.96,1,0.78,0.43,0.57,0.28,7.54,0.077,4.074141855,0.0345,7.672,0.125,0.1433,0.0361,0.0352,0.114,0.1834,0.1304,0.01,2.74,4.45,1.01,1.83,3.03,0.61,2.278,3.534,1.017,0.091,0.15,0.033,62.25,41.99,82.57,0.3,7438,0.2487,0.4818,0.0369723,7.1,11.01,3.17,3.46,5.45,1.47,0.481,0.761,0.2,33.8,19.6,0.0797,0.1018,3.017,0.207492
"80",0.06522856,1,7.175489714,0,0.179933,0.046376,0.035,0.04,0.027,0.83,0.82,0.81,0.26,0.28,0.23,4.5,0.06,4.104294893,0.0292,4.948,0.096,0.19124,0.0305,0.0223,0.032,0.1055,0.117,0.06266,1.8,2.31,1.32,1.8,2.3,1.31,3.764,4.329,3.226,0.072,0.092,0.053,28.75,22.18,35,0.2,41359,0.4964,0.4215,0.0299088,5.59,7.85,3.43,1.87,2.55,1.23,0.332,0.451,0.219,27.9,27.2,0.0636,0.0721,20.379,0.018019
"81",0.038095023,1,9.030974443,0,0.293138,0.005517,0.245,0.251,0.238,1,1,1,0.82,0.82,0.85,1.93,0.014,4.293195421,0.0075,2.374,0.026,0.29424,0.0442,0.0304,0.039,0.1537,0.1216,0.05199,4.97,6.87,3.25,2.55,3.99,1.23,5.223,5.363,5.096,0.15,0.217,0.09,0.86,0.85,0.88,0.00197,52699,0.4278,0.2351,0.1347464,15.66,14.3,16.9,6.42,5.23,7.5,1.167,1.21,1.128,22.5,15.5,0.1662,0.1617,4.286,-0.006642
"82",0.034213002,1,8.995536945,0,0.30472,0.011658,0.246,0.26,0.19,1,1,1,0.42,0.42,0.42,1.45,0.02,4.271095074,0.0038,1.742,0.029,0.30212,0.0426,0.032,0.034,0.1733,0.1516,0.08538,5.5,8.46,3,3.12,5.15,1.4,8.208,8.57,7.903,0.172,0.272,0.088,0.6,0.48,0.7,0.004845,61829,0.4466,0.2034,0.1445438,15.6,15.13,16,6.75,6.76,6.75,0.667,0.776,0.575,23.5,15,0.2597,0.2288,2.46,-0.003241
"83",0.052759138,1,8.23483028,0.0363,0.288405,0.011589,0.183,0.222,0.142,1,1,1,0.78,0.87,0.69,2.36,0.024,4.289088639,0.0057,2.326,0.039,0.35272,0.018,0.0158,0.045,0.1251,0.1259,0.06501,5.44,7.97,3.16,5.22,7.6,3.08,5.849,6.603,5.17,0.213,0.311,0.125,13.68,5.66,20.89,0.1,9047,0.391,0.2382,0.122361,14.43,16.17,12.87,8.36,8.56,8.18,1.01,1.22,0.821,30.2,28.3,0.1044,0.1796,32.051,-0.034352
"84",0.038415638,1,8.332548939,0,0.345485,0.006503,0.188,0.248,0.136,1,1,1,0.86,0.85,0.92,3.39,0.018,4.272490748,0.0148,3.81,0.029,0.28634,0.0499,0.0421,0.015,0.1664,0.1681,0.11142,5.72,7.18,4.32,3.24,4.52,2.02,6.729,6.806,6.656,0.179,0.234,0.127,3.11,3.09,3.14,0.032,3177,0.3744,0.3088,0.1101668,28.67,26.18,31.07,12.42,11.69,13.12,1.576,1.567,1.585,31,14.3,0.2866,0.35,0.452,-0.00166
"85",0.03189479,1,8.645586406,0,0.28844,0.005995,0.256,0.301,0.199,1,1,1,0.7,0.75,0.66,2.19,0.021,4.284964922,0.0065,2.366,0.041,0.26852,0.0392,0.0363,0.029,0.1378,0.1465,0.08144,4.27,5.94,2.76,2.42,3.67,1.29,5.314,5.788,4.887,0.134,0.192,0.081,6.43,4.91,7.82,0,55441,0.3867,0.2311,0.1204524,19.02,21.81,16.5,7.89,8.98,6.91,1.307,1.579,1.062,18.9,11.3,0.1296,0.1458,652.85,-0.046278
"86",0.031195985,1,8.991064332,0,0.371898,0.014586,0.255,0.336,0.17,0.98,0.99,1,0.88,0.92,0.85,1.67,0.011,4.309455942,0.0094,2.168,0.017,0.29184,0.0748,0.0599,0.034,0.1577,0.1233,0.02952,9.07,12.59,5.7,5.14,7.74,2.66,7.895,8.401,7.414,0.284,0.407,0.167,0,0,0,0,13653,0.3714,0.2463,0.1078884,45.15,47.53,42.87,10.92,10.4,11.41,2.226,2.494,1.971,27.5,15.9,0.4407,0.4257,2.529,-0.011883
"87",0.034095656,1,8.025189322,0.005,0.296437,0.013615,0.108,0.117,0.093,1,1,0.96,0.53,0.53,0.52,2.52,0.039,4.232656178,0.0083,2.702,0.078,0.26508,0.0194,0.0175,0.069,0.1353,0.1436,0.05671,2.11,3.09,1.32,1,1.69,0.44,2.068,2.581,1.657,0.062,0.096,0.035,51.75,42.98,58.77,0.3,9093,0.407,0.2712,0.0987573,6.17,8.11,4.62,2.67,3.58,1.95,0.51,0.694,0.362,20.2,15.7,0.1669,0.2201,25.553,-0.03908
"88",0.046900462,1,9.030136571,0,0.265778,0.008629,0.288,0.337,0.237,1,1,0.95,0.78,0.75,0.82,1.78,0.009,4.317488114,0.0037,1.924,0.015,0.26198,0.0723,0.0687,0.036,0.2272,0.2563,0.15135,9.9,10.96,8.88,5.61,7.14,4.15,7.896,7.854,7.935,0.31,0.362,0.26,1.37,1.51,1.23,0,8193,0.4808,0.2018,0.1511046,35.7,33.26,38.04,24.09,22.48,25.64,2.727,2.664,2.788,20.4,9.4,0.3238,0.3134,4.152,0.005175
"89",0.039773372,1,8.865311633,0,0.282939,0.005048,0.188,0.236,0.139,1,1,1,0.83,0.82,0.83,1.8,0.016,4.282206299,0.0026,2.2,0.022,0.20382,0.0514,0.0404,0.05,0.181,0.2101,0.11971,11,14.36,8,6.24,9.04,3.74,8.166,8.28,8.065,0.345,0.468,0.235,0.96,2.04,0,0.103555,56226,0.4645,0.2246,0.1395084,32.57,29.58,35.24,8.37,5.7,10.76,1.888,1.92,1.86,20,16,0.1845,0.194,0.452,-0.029551
"90",0.040641538,1,8.912338567,0,0.150366,0.024377,0.257,0.338,0.215,1,1,1,0.81,0.83,0.81,2.33,0.016,4.278054044,0.0181,2.914,0.021,0.23996,0.0514,0.042,0.018,0.1319,0.2076,0.14716,20.1,23.97,16.4,7.74,9.52,6.04,11.158,11.535,10.798,0.557,0.67,0.449,0.67,0.66,0.67,0,3083,0.3922,0.2911,0.0869283,57.1,56.37,57.8,24.72,25.07,24.4,3.051,3.235,2.875,18.5,29.1,0.1876,0.2007,0.886,-0.036482
