"wouldvote","peacefactor","peace_formerenemies","peace_jjindiv","peace_jjtribes","gos_soldier_execute","directlyharmed","age","farmer_dar","herder_dar","pastvoted","hhsize_darfur","village","female"
0,0.202008432366002,0,0,0,0,0,19,0,0,1,10,"Om Dokhon",1
1,0.797991567633998,1,1,1,1,1,37,1,0,1,4,"Om Dokhon",0
0,0.495177711644244,1,0,0,0,0,40,1,0,0,6,"Om Dokhon",1
1,0,0,0,0,1,1,65,1,0,0,10,"Om Dokhon",0
1,0,0,0,0,1,0,40,1,0,0,12,"Om Dorabero",1
0,0,0,0,0,1,0,35,1,1,1,4,"Om Dorabero",1
0,1,1,1,1,0,1,80,1,0,0,10,"Om Dorabero",0
1,0.202008432366002,0,0,0,0,1,45,1,1,1,6,"Om Drisai",0
1,0.794918419993918,1,0,1,0,1,38,1,0,0,3,"Om Drisai",0
0,0,0,0,0,1,0,66,1,0,1,18,"Om Gesha",0
1,0.794918419993918,1,0,1,0,0,29,1,0,1,4,"Om Kharuba",0
1,0.202008432366002,0,0,0,0,1,51,1,1,1,13,"Om Kharuba",0
0,1,1,1,1,0,0,30,1,0,1,7,"Om Kharuba",0
0,0.797991567633998,1,1,1,1,1,26,0,0,1,20,"Orshi Dam",0
0,0,0,0,0,1,1,35,1,0,0,5,"Orum",1
1,0.794918419993918,1,0,1,0,1,39,1,0,1,6,"Orum",0
0,0,0,0,0,1,1,27,1,0,0,6,"Osore",1
1,0.293169279278242,1,0,0,1,1,42,1,1,0,10,"Oshishi",0
0,0,0,0,0,1,0,25,1,1,1,7,"Osore",1
0,1,1,1,1,0,1,43,1,0,0,13,"Osore",0
1,0,0,0,0,1,0,60,1,0,0,6,"Ostani",0
1,0,0,0,0,1,0,55,1,0,0,18,"Ostani",0
1,0.293169279278242,1,0,0,1,1,39,1,1,0,5,"Oyor",0
1,0.797991567633998,1,1,1,1,1,32,0,0,1,10,"Qarbar",0
0,0.293169279278242,1,0,0,1,0,54,1,0,0,8,"Qarbar",0
0,0.202008432366002,0,0,0,0,0,38,0,0,0,24,"Qookus",1
1,1,1,1,1,0,1,47,1,0,1,17,"Rafeda",0
0,0.293169279278242,1,0,0,1,0,40,1,0,1,7,"Rahad Katraya",0
1,0,0,0,0,1,1,40,1,0,1,9,"Rakasia",0
1,0.706830720721758,0,1,1,0,1,29,1,1,1,2,"Ramakaya",0
1,0,0,0,0,1,0,22,1,1,1,4,"Ras Feel",1
0,0,0,0,0,1,0,40,1,0,0,9,"Ras Tor",1
0,0.299740708349675,0,0,1,1,0,60,1,1,1,8,"Rayu Ghanam",0
0,0,0,0,0,1,0,32,1,0,1,4,"Rofida",0
0,0.293169279278242,1,0,0,1,0,57,1,0,0,9,"Sabaa",0
0,0.202008432366002,0,0,0,0,0,43,1,0,1,10,"Sabarna",0
0,0,0,0,0,1,1,26,1,1,1,6,"Sadiga",1
0,0,0,0,0,1,0,27,1,0,1,7,"Saki",1
1,0.202008432366002,0,0,0,0,0,49,1,0,0,7,"Sakundje",0
0,0.293169279278242,1,0,0,1,0,35,1,0,1,9,"Sakutagee",0
0,0,0,0,0,1,0,35,1,0,1,8,"Salbe",1
0,0.293169279278242,1,0,0,1,0,57,1,0,1,13,"Saldi",0
0,0.293169279278242,1,0,0,1,1,35,1,0,0,10,"Silea",1
0,0.202008432366002,0,0,0,0,1,23,1,0,1,7,"Sandokdo",0
1,0.202008432366002,0,0,0,0,0,38,1,0,1,15,"Sarb",1
0,0,0,0,0,1,1,35,1,0,0,7,"Sari",1
1,1,1,1,1,0,1,27,1,0,0,3,"Saritia",0
0,0.202008432366002,0,0,0,0,0,20,1,0,1,7,"Sawni",0
0,0,0,0,0,1,0,59,1,1,1,10,"Sawya",1
1,0.299740708349675,0,0,1,1,0,25,1,0,1,7,"Seened",1
0,0.797991567633998,1,1,1,1,1,28,1,0,1,8,"Seesee",0
0,1,1,1,1,0,0,31,1,0,1,11,"Seline",0
1,0.299740708349675,0,0,1,1,0,19,1,0,1,12,"Sirba",0
1,0.592909987627917,1,0,1,1,0,57,1,0,1,14,"Sirba",0
1,0,0,0,0,1,0,38,1,1,1,4,"Sirba",0
1,0,0,0,0,1,1,22,1,1,1,2,"Sirba",1
0,0,0,0,0,1,0,37,0,0,0,6,"Sirba",0
1,0.794918419993918,1,0,1,0,1,32,1,1,1,3,"Sereha",0
1,0,0,0,0,1,0,90,1,0,0,5,"Shagiya",0
1,0.794918419993918,1,0,1,0,1,45,1,0,1,10,"Shajar",1
0,1,1,1,1,0,0,37,1,0,0,7,"Shajar",0
0,1,1,1,1,0,1,55,1,0,0,12,"Shajar",0
1,0,0,0,0,1,0,48,1,0,0,16,"Shalal",0
1,0,0,0,0,1,0,34,1,0,0,3,"Shalal",0
1,0,0,0,0,1,0,27,1,0,1,2,"Shetia",0
1,0,0,0,0,1,0,23,1,0,0,6,"Shetia",1
0,0,0,0,0,1,1,55,1,0,1,9,"Shilga",0
0,0.202008432366002,0,0,0,0,0,30,1,0,1,3,"Shoshte",1
1,0.202008432366002,0,0,0,0,1,26,1,0,1,10,"Shoshte",0
0,0.797991567633998,1,1,1,1,0,29,1,1,1,5,"Shoshte",1
0,0,0,0,0,1,0,20,1,0,1,5,"Shoshte",1
1,0,0,0,0,1,0,35,1,0,0,7,"Silba",0
0,0,0,0,0,1,1,68,1,0,1,14,"Silba",1
0,0,0,0,0,1,1,18,0,0,1,5,"Sildee",1
0,0,0,0,0,1,1,25,1,0,1,8,"Silea",1
1,0,0,0,0,1,1,20,1,1,1,14,"Silea",0
0,0,0,0,0,1,1,59,1,0,1,14,"Silea",0
1,0,0,0,0,1,0,25,1,0,1,4,"Silea",0
1,0,0,0,0,1,1,30,1,1,1,4,"Silea",1
0,0,0,0,0,1,1,24,0,0,1,9,"Silea",1
0,0,0,0,0,1,0,69,1,0,0,15,"Silea",0
1,0.592909987627917,1,0,1,1,1,30,1,0,1,5,"Silea",0
0,0.797991567633998,1,1,1,1,1,37,1,0,1,10,"Silea",0
0,1,1,1,1,0,1,22,0,0,1,9,"Silea",1
0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Silea",1
0,0.299740708349675,0,0,1,1,0,29,1,0,0,9,"Silea",1
0,0,0,0,0,1,1,18,1,0,1,6,"Silea",1
1,0.293169279278242,1,0,0,1,1,28,1,0,1,20,"Silea",0
0,0.202008432366002,0,0,0,0,1,67,1,0,0,9,"Silea",0
0,0,0,0,0,1,1,25,1,0,1,12,"Silea",1
1,0,0,0,0,1,0,80,1,0,1,9,"Silea",0
0,0,0,0,0,1,0,78,1,0,1,18,"Silea",0
0,0.202008432366002,0,0,0,0,1,22,1,0,1,9,"Silea",0
1,0,0,0,0,1,0,58,1,0,1,18,"Silea",0
0,0,0,0,0,1,1,23,1,0,0,12,"Silea",1
1,0,0,0,0,1,1,35,1,1,1,9,"Silea",1
0,0,0,0,0,1,1,30,1,0,0,4,"Silea",1
0,0.202008432366002,0,0,0,0,1,27,1,0,1,10,"Silea",0
1,0,0,0,0,1,0,18,0,0,1,7,"Silea",1
1,0,0,0,0,1,0,46,1,0,0,13,"Silea",0
0,0,0,0,0,1,0,23,1,0,1,14,"Silea",1
0,0,0,0,0,1,1,50,1,0,1,38,"Silea",1
0,0,0,0,0,1,0,26,1,0,0,6,"Silea",1
0,0,0,0,0,1,1,23,1,0,1,4,"Silea",1
1,0,0,0,0,1,0,39,1,0,1,5,"Silea",0
0,0,0,0,0,1,0,23,0,0,1,9,"Silea",1
0,0,0,0,0,1,1,25,1,0,0,5,"Silea",1
1,0.794918419993918,1,0,1,0,1,20,0,0,1,10,"Silea",0
1,0.293169279278242,1,0,0,1,1,37,1,1,1,15,"Silea",0
0,0.794918419993918,1,0,1,0,0,25,1,1,0,8,"Silea",1
1,0.592909987627917,1,0,1,1,0,33,1,0,1,6,"Silea",0
0,0,0,0,0,1,1,25,1,0,1,8,"Silea",1
1,0,0,0,0,1,0,27,0,0,0,7,"Silea",0
1,0.592909987627917,1,0,1,1,1,46,1,1,0,14,"Silea",0
0,1,1,1,1,0,0,42,1,0,0,11,"Silea",0
0,0,0,0,0,1,1,19,0,0,0,12,"Silea",0
1,0,0,0,0,1,1,61,1,0,0,11,"Silea",0
0,0,0,0,0,1,1,22,1,0,1,15,"Silea",1
0,0,0,0,0,1,0,33,1,0,1,9,"Silea",0
0,0,0,0,0,1,1,30,1,0,1,4,"Silea",1
0,0.592909987627917,1,0,1,1,0,38,0,0,1,16,"Silea",0
1,0,0,0,0,1,1,40,1,0,1,40,"Silea",1
0,0,0,0,0,1,1,21,1,0,1,8,"Silea",1
0,0.202008432366002,0,0,0,0,1,27,1,0,1,6,"Silea",1
0,1,1,1,1,0,1,35,1,0,1,5,"Silea",0
0,0.202008432366002,0,0,0,0,0,37,1,0,1,5,"Silea",1
0,0,0,0,0,1,0,18,1,0,1,10,"Silea",1
0,0,0,0,0,1,0,20,1,0,1,10,"Silea",1
1,0,0,0,0,1,0,33,1,1,1,4,"Silea",0
1,0,0,0,0,1,0,36,1,0,0,7,"Silea",0
0,0.293169279278242,1,0,0,1,0,40,1,0,0,5,"Silea",0
1,0.202008432366002,0,0,0,0,0,45,1,0,0,18,"Simk Kidik",0
0,0.202008432366002,0,0,0,0,0,54,1,0,1,11,"Sir",0
1,0.700259291650325,1,1,0,0,0,49,1,0,1,7,"Sir Khala",1
1,0.293169279278242,1,0,0,1,1,30,1,1,0,6,"Sirba",0
1,0.592909987627917,1,0,1,1,1,40,1,1,1,7,"Sirba",0
0,0,0,0,0,1,1,37,1,0,1,5,"Sirba",1
0,0,0,0,0,1,0,19,1,1,1,9,"Sirba",1
0,0,0,0,0,1,0,40,1,0,0,10,"Sirba",1
1,0,0,0,0,1,0,32,1,0,1,10,"Sirba",0
1,0.293169279278242,1,0,0,1,1,35,1,1,1,8,"Sirba",0
0,0.293169279278242,1,0,0,1,0,20,0,0,1,8,"Sirba",1
1,0.202008432366002,0,0,0,0,0,18,1,0,1,12,"Sirba",0
1,0.495177711644244,1,0,0,0,0,35,1,1,0,6,"Sirba",0
0,0,0,0,0,1,1,19,1,0,1,9,"Sirba",1
0,0.202008432366002,0,0,0,0,0,40,1,0,1,8,"Sirba",0
0,0,0,0,0,1,1,35,1,0,1,11,"Sirba",1
0,0,0,0,0,1,0,42,1,0,1,8,"Sirba",0
0,0,0,0,0,1,1,22,1,0,1,7,"Solobia",1
1,1,1,1,1,0,1,31,0,0,1,3,"Suwaney",0
1,0.797991567633998,1,1,1,1,1,44,1,0,1,7,"Tabaldia",0
1,0.299740708349675,0,0,1,1,1,22,0,0,1,11,"Tabaldia",0
0,0.202008432366002,0,0,0,0,1,36,1,0,1,8,"Tadkini",1
0,0,0,0,0,1,1,45,1,0,1,6,"Tagajru",1
1,0,0,0,0,1,1,33,1,0,0,20,"Tai Kanga",0
0,0,0,0,0,1,1,30,1,0,1,6,"Talga",1
0,0,0,0,0,1,0,25,0,1,0,10,"Tanga",0
0,0.495177711644244,1,0,0,0,0,18,1,0,1,12,"Tandosa",1
0,0,0,0,0,1,1,45,1,0,1,7,"Tandosa",1
0,0,0,0,0,1,0,48,1,0,1,9,"Tandosa",1
0,0,0,0,0,1,1,40,1,0,1,9,"Tandi Karo",1
0,0.797991567633998,1,1,1,1,0,18,0,0,1,6,"Tandosa",0
1,0.501749140715677,0,0,1,0,0,59,1,0,1,9,"Tandosa",0
0,0.202008432366002,0,0,0,0,0,40,1,0,0,9,"Tandosa",1
1,0.592909987627917,1,0,1,1,0,45,0,0,0,8,"Tandosa",0
1,0,0,0,0,1,1,50,1,0,0,7,"Tanga",1
0,0,0,0,0,1,1,25,1,0,1,10,"Tanga",1
0,0.202008432366002,0,0,0,0,0,33,1,0,1,3,"Tarbeba",0
1,0.592909987627917,1,0,1,1,0,50,1,0,0,7,"Tarbeba",0
1,0.794918419993918,1,0,1,0,0,56,1,0,0,15,"Tarbeba",0
1,0.592909987627917,1,0,1,1,0,33,0,0,0,6,"Tarbeba",0
1,0.592909987627917,1,0,1,1,0,33,1,0,1,7,"Tarbeba",0
0,0,0,0,0,1,1,69,1,0,1,23,"Tarbeba",0
0,0,0,0,0,1,1,22,1,0,1,8,"Tarbeba",1
0,0.202008432366002,0,0,0,0,0,20,1,0,1,5,"Tarbeba",1
1,0,0,0,0,1,0,25,1,0,1,6,"Tarbeba",1
1,0,0,0,0,1,1,37,0,0,0,6,"Tarbeba",0
1,0.495177711644244,1,0,0,0,1,48,1,0,1,4,"Tarbeba",0
0,0.202008432366002,0,0,0,0,1,25,1,0,1,4,"Tarbeba",1
0,0.293169279278242,1,0,0,1,0,33,1,0,1,5,"Tarbeba",0
0,0.205081580006082,0,1,0,1,0,35,1,0,0,5,"Tarbeba",0
0,0,0,0,0,1,0,40,1,1,0,7,"Tarbeba",1
1,0.495177711644244,1,0,0,0,1,32,1,0,0,2,"Tarbeba",0
1,0,0,0,0,1,0,65,1,1,0,5,"Tarbeba",1
0,0.202008432366002,0,0,0,0,1,22,1,0,1,4,"Tarbeba",1
0,0,0,0,0,1,0,35,1,0,0,9,"Tarbeba",1
1,0.293169279278242,1,0,0,1,0,26,1,0,1,5,"Tarbeba",1
0,0,0,0,0,1,0,30,1,0,1,4,"Tarbeba",1
0,0.797991567633998,1,1,1,1,0,48,1,0,0,10,"Tarbeba",0
0,0.293169279278242,1,0,0,1,1,35,1,0,1,5,"Tarbeba",1
1,0,0,0,0,1,1,25,1,0,1,8,"Tarbeba",1
0,0.202008432366002,0,0,0,0,0,45,1,0,1,6,"Tarbeba",1
0,0.495177711644244,1,0,0,0,0,30,1,0,0,4,"Tarbeba",0
0,0,0,0,0,1,0,26,1,0,1,6,"Targata",1
0,0,0,0,0,1,1,29,1,0,1,6,"Tarlabeet",1
0,0,0,0,0,1,0,20,1,0,1,8,"Tarlety",1
0,0.293169279278242,1,0,0,1,1,25,1,0,1,8,"Teberia",1
1,0.501749140715677,0,0,1,0,0,36,1,0,1,4,"Tere",0
1,0,0,0,0,1,0,52,1,0,0,7,"Terti",0
1,0.706830720721758,0,1,1,0,1,28,1,1,1,9,"Tina",0
1,1,1,1,1,0,0,65,0,0,0,17,"Tina",0
1,0,0,0,0,1,1,35,1,1,1,6,"Tina",1
0,0,0,0,0,1,0,25,1,0,1,10,"Tina",1
0,0.202008432366002,0,0,0,0,0,18,0,0,1,9,"Tina",1
0,0.202008432366002,0,0,0,0,0,39,1,1,1,9,"Tina",1
0,0.202008432366002,0,0,0,0,0,19,0,0,1,5,"Tina",1
0,0,0,0,0,1,0,32,1,0,0,6,"Tina",1
0,0.293169279278242,1,0,0,1,0,20,1,0,1,11,"Tina",0
0,0.202008432366002,0,0,0,0,0,25,1,0,1,20,"Tina",1
0,0.202008432366002,0,0,0,0,0,25,1,0,1,40,"Tina",1
0,0,0,0,0,1,0,27,0,0,0,12,"Tina",1
0,1,1,1,1,0,1,35,1,1,0,5,"Tina",1
1,0,0,0,0,1,0,25,0,0,0,22,"Tina",1
0,0.202008432366002,0,0,0,0,0,30,0,0,1,10,"Tina",1
0,0.794918419993918,1,0,1,0,1,51,1,1,1,9,"Tina",1
0,0,0,0,0,1,0,45,1,0,1,8,"Tina",1
1,1,1,1,1,0,1,45,1,1,0,6,"Tina",0
1,0.202008432366002,0,0,0,0,0,20,0,0,1,12,"Tina",1
1,0.498250859284323,1,1,0,1,0,48,1,1,1,13,"Tina",0
0,0.202008432366002,0,0,0,0,0,20,0,0,1,10,"Tina",1
1,0,0,0,0,1,1,32,1,0,0,9,"Tindosia",1
0,0.202008432366002,0,0,0,0,0,60,1,0,1,8,"Tindosia",1
0,0,0,0,0,1,0,35,1,0,1,7,"Tina",1
1,1,1,1,1,0,1,53,1,1,0,8,"Tina",0
1,0.592909987627917,1,0,1,1,0,65,0,0,1,5,"Tinko",0
1,1,1,1,1,0,1,38,1,0,1,8,"Todobay",0
0,0,0,0,0,1,0,35,1,0,0,5,"Todobay",1
0,0,0,0,0,1,0,19,0,0,1,21,"Todusa",1
0,0,0,0,0,1,1,34,1,1,1,7,"Tolos",1
1,1,1,1,1,0,1,24,0,0,0,19,"Tolos",0
0,0,0,0,0,1,1,21,1,0,1,10,"Tolos",1
1,0,0,0,0,1,1,37,1,0,1,7,"Tolos",0
1,0.293169279278242,1,0,0,1,1,24,1,0,1,8,"Tolos",1
0,0.504822288355756,0,1,1,1,0,24,1,0,0,3,"Tolos",1
0,0,0,0,0,1,0,19,1,0,1,5,"Tolos",0
1,0,0,0,0,1,1,25,1,1,1,3,"Tolos",1
1,0.501749140715677,0,0,1,0,1,20,1,0,1,6,"Tolos",1
1,0.495177711644244,1,0,0,0,1,68,1,0,1,12,"Tondobay",0
1,0.794918419993918,1,0,1,0,1,35,1,0,1,3,"Tondobay",0
1,0,0,0,0,1,1,27,1,0,0,7,"Tonogo",1
1,1,1,1,1,0,1,40,0,0,1,7,"Tor Hilla Bardi",1
0,1,1,1,1,0,1,34,0,0,0,9,"Torgono",0
1,0.205081580006082,0,1,0,1,1,26,1,0,1,12,"Tribaba",1
0,0,0,0,0,1,1,20,1,1,1,3,"Tukul Tukul",1
1,0,0,0,0,1,1,23,1,0,1,8,"Tukul Tukul",0
0,0,0,0,0,1,1,42,1,0,0,8,"Tukul Tukul",1
0,0.202008432366002,0,0,0,0,1,24,0,0,1,2,"Tumbuka",0
0,0,0,0,0,1,0,62,1,0,0,5,"Tundobaya",0
1,0.293169279278242,1,0,0,1,0,19,1,0,1,12,"Tundosa",0
1,0.706830720721758,0,1,1,0,1,34,0,0,0,6,"Tunuko",0
0,0,0,0,0,1,0,29,1,0,1,8,"Tweng",0
0,0,0,0,0,1,1,27,1,0,1,7,"Um Aruba",1
1,1,1,1,1,0,0,26,0,0,1,15,"Um Baro",1
1,0.501749140715677,0,0,1,0,1,56,1,0,0,16,"Um Baro",0
0,0,0,0,0,1,1,35,1,0,0,19,"Um Baro",1
1,0,0,0,0,1,0,35,1,1,1,4,"Um Baro",0
1,0,0,0,0,1,1,45,1,0,1,9,"Um Baro",0
0,0.202008432366002,0,0,0,0,0,39,0,0,1,6,"Um Baro",0
0,0,0,0,0,1,0,23,1,0,1,10,"Um Baro",0
1,0.202008432366002,0,0,0,0,1,26,1,0,0,9,"Um Baro",0
1,0.202008432366002,0,0,0,0,1,37,1,0,0,5,"Um Baro",0
0,0.293169279278242,1,0,0,1,1,40,1,0,0,10,"Um Baro",1
0,0,0,0,0,1,0,27,0,0,1,9,"Um Baro",1
1,0.501749140715677,0,0,1,0,0,37,0,0,0,2,"Um Baro",0
0,0.293169279278242,1,0,0,1,1,24,1,1,1,5,"Um Baro",1
1,0.592909987627917,1,0,1,1,1,19,1,1,1,11,"Um Baro",0
0,0.202008432366002,0,0,0,0,0,27,1,1,1,8,"Um Baro",1
1,0,0,0,0,1,0,50,1,0,1,26,"Um Baro",0
0,0,0,0,0,1,0,45,1,0,0,5,"Um Baro",1
1,0.293169279278242,1,0,0,1,0,40,1,1,0,12,"Um Baro",0
0,0.293169279278242,1,0,0,1,0,45,1,0,0,10,"Um Baro",1
0,1,1,1,1,0,0,40,1,0,1,2,"Um Chouch",0
1,0.202008432366002,0,0,0,0,1,27,1,0,0,4,"Um Darabairu",0
1,0.202008432366002,0,0,0,0,1,51,1,0,0,5,"Um Darabiru",1
1,0,0,0,0,1,0,33,1,0,1,8,"Um Deriwa",0
0,0,0,0,0,1,0,27,1,0,1,5,"Um Deriwa",1
1,0.299740708349675,0,0,1,1,0,36,0,0,1,8,"Um Dorbiro",0
1,0.794918419993918,1,0,1,0,1,47,1,0,0,10,"Um Drisa",0
0,0,0,0,0,1,0,20,1,1,1,5,"Um Gabeera",1
0,1,1,1,1,0,1,27,0,0,1,8,"Um Haruba",0
0,0.794918419993918,1,0,1,0,1,31,1,0,1,3,"Um Horoba",0
0,0.202008432366002,0,0,0,0,0,32,1,0,1,16,"Um Kharouba",1
0,0.504822288355756,0,1,1,1,0,30,1,0,1,4,"Um Kheir",1
1,0.495177711644244,1,0,0,0,0,38,1,0,0,8,"Um Kheir",0
1,0,0,0,0,1,1,18,1,0,1,7,"Um Kheir",0
0,0.794918419993918,1,0,1,0,1,34,0,0,1,7,"Um Kheir",0
0,0,0,0,0,1,0,35,1,0,1,3,"Um Kheir",1
0,0.293169279278242,1,0,0,1,1,23,1,0,1,15,"Um Kheir",1
0,1,1,1,1,0,1,37,1,0,1,8,"Um Kheir",1
1,0,0,0,0,1,1,80,1,0,1,9,"Um Kheir",1
1,0.202008432366002,0,0,0,0,0,26,1,0,0,7,"Um Khorba",0
0,0.794918419993918,1,0,1,0,0,25,1,0,1,9,"Um Majara",1
1,0,0,0,0,1,1,35,1,0,1,6,"Um Roam",1
1,0.202008432366002,0,0,0,0,1,18,1,0,0,5,"Um Shegera",1
1,1,1,1,1,0,0,84,0,0,1,5,"Um Yuuyra",0
0,0.495177711644244,1,0,0,0,0,35,1,0,1,6,"Urdee",0
1,0,0,0,0,1,0,25,1,0,1,4,"Urum",1
0,0.797991567633998,1,1,1,1,0,72,1,0,0,14,"Urum",0
0,0,0,0,0,1,1,75,1,0,0,20,"Usri",0
0,0.202008432366002,0,0,0,0,0,27,1,0,1,8,"Ustani",0
0,1,1,1,1,0,0,35,1,0,0,5,"Varum",0
0,0.592909987627917,1,0,1,1,0,18,0,0,1,8,"Varum",0
0,0,0,0,0,1,0,38,1,0,1,7,"Wada Alnil",1
1,0.202008432366002,0,0,0,0,1,46,1,0,1,16,"Wadareeb",0
0,0.202008432366002,0,0,0,0,1,25,1,0,1,14,"Wadareeb",1
1,0,0,0,0,1,1,50,1,1,1,8,"Wadi Kaja",1
1,0.797991567633998,1,1,1,1,1,34,0,0,1,8,"Wadi Nyala",0
1,0.202008432366002,0,0,0,0,1,37,0,0,1,5,"Wadi Nyala",0
0,0,0,0,0,1,0,24,0,0,1,9,"Wadi Nyala",1
1,0,0,0,0,1,0,27,1,0,1,7,"Wadi Nyala",0
0,0.495177711644244,1,0,0,0,1,27,1,0,1,8,"Wadi Nyala",0
1,0.797991567633998,1,1,1,1,0,36,0,0,1,5,"Wadi Nyala",0
0,0,0,0,0,1,1,45,1,0,0,5,"Wadi Nyala",1
0,0.293169279278242,1,0,0,1,0,25,1,0,1,2,"Wadi Nyala",1
1,0,0,0,0,1,1,20,1,0,1,4,"Wadi Nyala",1
1,0,0,0,0,1,1,20,1,1,1,7,"Wadi Rati",1
0,0,0,0,0,1,1,41,1,0,0,6,"Wadi Salih",0
0,0,0,0,0,1,1,25,0,0,1,19,"Wadi Salih",1
0,0.299740708349675,0,0,1,1,0,26,1,0,0,16,"Wadi Salih",1
1,0,0,0,0,1,1,35,1,1,0,14,"Waimana",1
0,0,0,0,0,1,0,19,1,0,1,9,"Al Geneina",1
1,0,0,0,0,1,0,34,1,0,0,15,"West Jagama",0
1,0,0,0,0,1,0,75,1,0,0,7,"Wigo",0
1,0,0,0,0,1,1,40,1,0,0,7,"Yahya",0
0,0.501749140715677,0,0,1,0,1,38,1,0,1,10,"Yuru",0
0,0.202008432366002,0,0,0,0,0,39,1,0,0,8,"Zalingi",0
0,0,0,0,0,1,1,38,1,0,1,6,"Zalingi",1
1,0.797991567633998,1,1,1,1,0,35,0,0,1,5,"the eastern quarter",0
